access_requirement,agent_specific_excerpt,citation_supports_title,currentness_status,display_title_en,display_title_zh,evidence_grade,evidence_ids,geography,last_verified_at,limitations,organization_id,product_id,role_id,schema_version,source_urls,team_id,title,title_source_granularity,title_source_url,title_support_status,title_translation_status
public_no_login,助力材料的智能发现、合成路径设计、配方和工艺优化及性能预测,true,current_verified,Materials Science Multi - Agent Intern - Materials Science,【实习】物质科学多智能体实习生-物质科学中心,A,"[""AMC-1354""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-DA9EAFD4AFB30101,PROD-E842BC4D2B781663,ROLE-3AE0FE9246DF1D7A,agent-hiring-map-public/1.0,"[""https://www.shlab.org.cn/joinus/detail/7594400219677100298?mode=campus""]",TEAM-9628695203F5AF8B,【实习】物质科学多智能体实习生-物质科学中心,direct_role_detail,https://www.shlab.org.cn/joinus/detail/7594400219677100298?mode=campus,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Architect and build AI agentic systems from the ground up,true,current_verified,"Agentic AI Engineer (Boston, Hybrid)",智能体 人工智能工程师 （Boston，混合办公）,A,"[""AMC-0804""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-E28A5381C7F2F80B,PROD-0F8D46CCF338F388,ROLE-3AFD3C8DDD459C85,agent-hiring-map-public/1.0,"[""https://job-boards.greenhouse.io/fairmarkit/jobs/6111188004""]",TEAM-8AD8C937B7192592,"Agentic AI Engineer (Boston, Hybrid)",direct_role_detail,https://job-boards.greenhouse.io/fairmarkit/jobs/6111188004,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"building durable, fault-tolerant agentic workflows using Temporal activities and ReAct reasoning loops",true,current_verified,Senior Backend Engineer - Python,高级 后端工程师 - Python,A,"[""AMC-5718""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-546A07B08B7CACFD,PROD-7D96646C95FA2E1C,ROLE-3B2F7B9BAF549405,agent-hiring-map-public/1.0,"[""https://www.filevine.com/jobs/cc9e0224-2deb-4a21-9a1f-79cfae365bab""]",TEAM-340EBFA3421F32EE,Senior Backend Engineer - Python,direct_role_detail,https://www.filevine.com/jobs/cc9e0224-2deb-4a21-9a1f-79cfae365bab,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Design, build, and improve AI/ML systems and data pipelines for LLM serving, routing and orchestration; enable engineers focused on Agentic capabilities; build agentic systems to monitor, diagnose and debug infrastructure.",true,current_verified,"Software Engineer, AI Infrastructure",软件工程师，AI 基础设施,A,"[""AMC-0557""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-30B5B45BB2159BF3,PROD-A2DA770CC006BFF9,ROLE-3C052D3B9E5C5B32,agent-hiring-map-public/1.0,"[""https://job-boards.greenhouse.io/gleanwork/jobs/4501783005""]",TEAM-67B1F196D17FDDE5,"Software Engineer, AI Infrastructure",direct_role_detail,https://job-boards.greenhouse.io/gleanwork/jobs/4501783005,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Designing how our agent infrastructure should evolve as we scale,true,current_verified,Founding Engineering Manager,创始 工程 经理,A,"[""AMC-5826""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-7CDAEFAC9BB38DF2,PROD-E3D288ACA8FFB0A9,ROLE-3C0FEF3BD0D9EFE6,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/gigaml/79f05a1a-7cde-4eb5-8e3f-ed9ebae077e0""]",TEAM-50AEB088B6BF6D15,Founding Engineering Manager,direct_role_detail,https://jobs.ashbyhq.com/gigaml/79f05a1a-7cde-4eb5-8e3f-ed9ebae077e0,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Passionate about AI agents,true,current_verified,Sales Development Representative,销售 开发 代表,A,"[""AMC-5868""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-6FDA0B743C75E07E,PROD-F32C67B349BC6CDE,ROLE-3C717B14F0FEF79D,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/automat/f1b67be7-60cd-4067-9f33-43c095188d82""]",TEAM-9E5E11947410F8E0,Sales Development Representative,direct_role_detail,https://jobs.ashbyhq.com/automat/f1b67be7-60cd-4067-9f33-43c095188d82,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,6. 参与DDS通信诊断智能工具（含AI Agent）建设，提升值班问题定位效率。,true,current_verified,Communications Middleware Development Engineer,通信中间件开发工程师,A,"[""AMC-4995""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-773573DF61D0529B,PROD-659EAD694473340B,ROLE-3CAABF8563D94136,agent-hiring-map-public/1.0,"[""https://xiaopeng.jobs.feishu.cn/index/position/7661954361203132682/detail""]",TEAM-729BC98A1D8C89EA,通信中间件开发工程师,direct_role_detail,https://xiaopeng.jobs.feishu.cn/index/position/7661954361203132682/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Mutual of Omaha's current Data Scientist role designs and builds Agentic-AI systems for analytical workflows and conversational interfaces, including LangGraph orchestration, RAG, observability and evaluation.",true,current_verified,Data Scientist,数据科学家,A,"[""AMC-6783""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-0D0206BEFC32E973,PROD-C52914AA6BE14F16,ROLE-3CB7BD34982BB3BB,agent-hiring-map-public/1.0,"[""https://www.mutualofomaha.com/careers/jobs/detail/504773""]",TEAM-3A78F5B5991D148A,Data Scientist,direct_role_detail,https://www.mutualofomaha.com/careers/jobs/detail/504773,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"You will design, build, test, and ship agentic AI systems that operate within our security stack.",true,current_verified,Agentic AI Security Engineer,智能体 AI 安全工程师,A,"[""AMC-5193""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-1B9F09101A5B830F,PROD-F772A257F192FBB5,ROLE-3CFDC4D26891B2FB,agent-hiring-map-public/1.0,"[""https://jobs.smartrecruiters.com/AbbVie/3743990014029467-agentic-ai-security-engineer""]",TEAM-9C57045FA4FFB418,Agentic AI Security Engineer,direct_role_detail,https://jobs.smartrecruiters.com/AbbVie/3743990014029467-agentic-ai-security-engineer,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,基于Agent Skills技术，设计并实现自动化测评智能体，完成对各AIGC业务的全面准确评估,true,current_verified,PSIG_ Agent Algorithm Engineer (J99389),PSIG_智能体算法工程师（J99389）,A,"[""AMC-3476""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-1236323724701EB7,PROD-9C82F52215931D4E,ROLE-3D373C422F437A1A,agent-hiring-map-public/1.0,"[""https://talent.baidu.com/jobs/detail/SOCIAL/86482c5b-492c-417b-8c48-de14505c7489""]",TEAM-8BC21DDACE814C32,PSIG_智能体算法工程师（J99389）,direct_role_detail,https://talent.baidu.com/jobs/detail/SOCIAL/86482c5b-492c-417b-8c48-de14505c7489,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,主导VLA 2.0大模型全生命周期管理： 负责自动驾驶端到端VLA（Vision-Language-Action）大模型技术项目的管理工作。涵盖从前沿技术探索、立项资料收集、需求定义（多模态数据需求、评测标准等）、可行性分析，到云端模型训练、车端工程化部署及最终量产交付的全流程管控。,true,current_verified,Autonomous Driving Large Model TPM (VLA Focus),自动驾驶大模型TPM（VLA方向）,A,"[""AMC-4957""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-773573DF61D0529B,PROD-8AF9FE8B321F421B,ROLE-3DCDA66C3B0B898C,agent-hiring-map-public/1.0,"[""https://xiaopeng.jobs.feishu.cn/index/position/7634019991092185407/detail""]",TEAM-729BC98A1D8C89EA,自动驾驶大模型TPM（VLA方向）,direct_role_detail,https://xiaopeng.jobs.feishu.cn/index/position/7634019991092185407/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"The body describes enterprise voice AI agents and assigns turning the voice AI platform into production-ready agents for each business, including deployment, debugging, and customer workflow fit.",true,current_verified,Forward Deployed Engineer,前线部署工程师,A,"[""AMC-0776""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-4192CF0CAD58A0EA,PROD-F05DEDA0D3C10E0A,ROLE-3E2FFD2435F8AF5F,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/simple-ai/bc8b4fee-f2df-4c15-9e91-c87cf1afd08c""]",TEAM-F05DEDA0D3C10E0A,Forward Deployed Engineer,direct_role_detail,https://jobs.ashbyhq.com/simple-ai/bc8b4fee-f2df-4c15-9e91-c87cf1afd08c,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Exposure to AI agents and orchestration frameworks, and an appetite to deepen it.",true,current_verified,"Lead Data Scientist (Classical ML, LLMs & AI Agents)",负责人 数据科学家 （Classical ML，LLMs与AI 智能体）,A,"[""AMC-5431""]",United Kingdom,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-06C341786775D5BB,PROD-AB39027AC32F7B19,ROLE-3E43633B84607535,agent-hiring-map-public/1.0,"[""https://jobs.smartrecruiters.com/Talan/744000135540439-lead-data-scientist-classical-ml-llms-ai-agents""]",TEAM-AB39027AC32F7B19,"Lead Data Scientist (Classical ML, LLMs & AI Agents)",direct_role_detail,https://jobs.smartrecruiters.com/Talan/744000135540439-lead-data-scientist-classical-ml-llms-ai-agents,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,1. 数采项目运营：负责机器人数据采集项目的全流程运营（需求澄清→方案制定→排期→执行→验收→复盘），保障交付质量与进度；,true,current_verified,Data Closed - Loop Operations Manager / Expert,数据闭环运营经理/专家,A,"[""AMC-4934""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-773573DF61D0529B,PROD-52FAD85E72A7B922,ROLE-3F09A90DC00ECC0B,agent-hiring-map-public/1.0,"[""https://xiaopeng.jobs.feishu.cn/index/position/7618099122633017643/detail""]",TEAM-729BC98A1D8C89EA,数据闭环运营经理/专家,direct_role_detail,https://xiaopeng.jobs.feishu.cn/index/position/7618099122633017643/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Our AI agents can plan, execute multi-step workflows, call tools, wait on human input, and resume — all while maintaining correctness, observability, and low latency.",true,current_verified,"Senior Software Engineer, Agentic Systems - Moveworks",高级 软件工程师，智能体 系统 - Moveworks,A,"[""AMC-5354""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-A11413B0A4A315C2,PROD-C5E0EE2A56305FD4,ROLE-4040198EA15D6BCF,agent-hiring-map-public/1.0,"[""https://jobs.smartrecruiters.com/ServiceNow/744000125214274-senior-software-engineer-agentic-systems-moveworks""]",TEAM-EC30E55EE8695AA4,"Senior Software Engineer, Agentic Systems - Moveworks",direct_role_detail,https://jobs.smartrecruiters.com/ServiceNow/744000125214274-senior-software-engineer-agentic-systems-moveworks,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Official current role hires Lead Agent Architect SAP to scope and implement SAP-backed AI Agent deployments for customers and partners.,true,current_verified,Sr Partner Agent Architect (Germany),Sr 合作伙伴 智能体 架构师 （德国）,A,"[""AMC-1800""]",Other/Global,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-059DE9E378B386E2,PROD-DF9296E8AA1D99BB,ROLE-4062E40BE00FE7B5,agent-hiring-map-public/1.0,"[""https://job-boards.eu.greenhouse.io/parloa/jobs/4907496101""]",TEAM-DF9296E8AA1D99BB,Sr Partner Agent Architect (Germany),direct_role_detail,https://job-boards.eu.greenhouse.io/parloa/jobs/4907496101,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,您将在此收获：加入一支专注机器人产品落地的实干团队，负责定义机器人本体、App与云端平台的协同体验，从用户真实场景出发，打造“听得懂、动得准、管得住”的智能产品。你将深度参与产品从规划、设计到上线的全流程，与算法、嵌入式、云服务等核心团队紧密协作，推动技术转化为用户可感知的价值。在这里，你既能深入机器人软硬件系统，又能主导跨端体验架构，积累稀缺的“端-边-云”产品能力。团队扁平高效，重视产品话语权与成长空间，适合希望在硬科技领域深耕、追求扎实落地与长期价值的产品人。,true,current_verified,Robotics Software Product Manager,机器人软件产品经理,A,"[""AMC-4908""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-773573DF61D0529B,PROD-346D18D9F476BC6A,ROLE-4067313DA296C685,agent-hiring-map-public/1.0,"[""https://xiaopeng.jobs.feishu.cn/index/position/7550154795438328106/detail""]",TEAM-729BC98A1D8C89EA,机器人软件产品经理,direct_role_detail,https://xiaopeng.jobs.feishu.cn/index/position/7550154795438328106/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"This is a high-impact, senior technical leadership role reporting directly to the CTO, sitting at the intersection of applied agentic AI, user research, and product delivery.The company serves Fortune 100 hardware engineering customers and is backed by notable investors.",true,current_verified,Staff Engineer - Agentic AI,资深 工程师 - 智能体 AI,A,"[""AMC-0220""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-C592B95A72D11CBA,PROD-CC13E2553DFF7DE9,ROLE-407FFE5C9F239CA5,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/Clera/e9fcbd0f-21b0-4a42-8f39-a37207c4eaef""]",TEAM-CC13E2553DFF7DE9,Staff Engineer - Agentic AI,direct_role_detail,https://jobs.ashbyhq.com/Clera/e9fcbd0f-21b0-4a42-8f39-a37207c4eaef,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,负责自有的AIAgent训练方案设计、落地执行与效果评估,true,current_verified,Expert (AI Focus),学习发展专家(AI方向),A,"[""AMC-4840""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-70DCB89F366FE5A3,PROD-717087930E601F87,ROLE-408F10BEDE2A2E7B,agent-hiring-map-public/1.0,"[""https://nio.jobs.feishu.cn/index/position/7625956216712087827/detail""]",TEAM-C4A36E8C44F675DF,学习发展专家(AI方向),direct_role_detail,https://nio.jobs.feishu.cn/index/position/7625956216712087827/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Design, build, and iterate on agent workflows, prompts, evals, and integrations",true,current_verified,Staff AI Agent Engineer,资深 AI 智能体 工程师,A,"[""AMC-0748""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-AE3B6695C2C598C5,PROD-FDF710DAE85AF064,ROLE-40BDDBF52E256385,agent-hiring-map-public/1.0,"[""https://job-boards.greenhouse.io/liberate/jobs/5118380008""]",TEAM-FDF710DAE85AF064,Staff AI Agent Engineer,direct_role_detail,https://job-boards.greenhouse.io/liberate/jobs/5118380008,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,负责商业智能体系统的基础架构工程的建设， 包括不限于多智能体协同、 系统的稳定性和扩展性建设等,true,current_verified,Agent Research and Development Engineer (J84599),智能体研发工程师（J84599）,A,"[""AMC-3473""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-1236323724701EB7,PROD-FD39C46617EC6A08,ROLE-41017672CFC50D7A,agent-hiring-map-public/1.0,"[""https://talent.baidu.com/jobs/detail/SOCIAL/f5c06e32-856c-4cae-81e2-8d09669ae78d""]",TEAM-054F4BEDCF023305,智能体研发工程师（J84599）,direct_role_detail,https://talent.baidu.com/jobs/detail/SOCIAL/f5c06e32-856c-4cae-81e2-8d09669ae78d,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Expected to actively adopt and integrate AI tools into day-to-day workflows,true,current_verified,Senior Platform Software Engineer,高级 平台 软件工程师,A,"[""AMC-5818""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-2F77417DDDE41913,PROD-465E8C164D7DE89C,ROLE-41148CEAD7F7AB91,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/Archy/fce36a67-fa05-4b9b-8732-ecae67cb9885""]",TEAM-DF697C6EC036B349,Senior Platform Software Engineer,direct_role_detail,https://jobs.ashbyhq.com/Archy/fce36a67-fa05-4b9b-8732-ecae67cb9885,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,重点探索大模型智能体 Agent 的核心能力构建,true,current_verified,Large Model Core Algorithm Expert - Global Monetization Product and Technology ( / ),大模型基础算法专家-Global Monetization Product and Technology（上海/北京）,A,"[""AMC-0831""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-61FF26299885EEDA,PROD-98F9AF584D83EC88,ROLE-4117E24348CF83A9,agent-hiring-map-public/1.0,"[""https://jobs.bytedance.com/api/v1/job/posts/7344994205192915210""]",TEAM-243466EE951FC1BC,大模型基础算法专家-Global Monetization Product and Technology（上海/北京）,direct_role_detail,https://jobs.bytedance.com/api/v1/job/posts/7344994205192915210,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"CarMax's current AI/ML Engineering director role owns autonomous multi-step customer and associate Agents, workflow automation, GenAI/ML integration, a 40-plus person Agent-development organization, responsible-AI governance and production monitoring.",true,current_verified,"Director, AI/ML Engineering",总监，AI / ML 工程,A,"[""AMC-6738""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-727253C8AB7A0600,PROD-7770E2A763947F41,ROLE-41C37824442A2209,agent-hiring-map-public/1.0,"[""https://careers.carmax.com/director-ai-ml-engineering/job/DF90739F5F30E69F9F4982CF1C7018DF""]",TEAM-F47AF4586E763872,"Director, AI/ML Engineering",direct_role_detail,https://careers.carmax.com/director-ai-ml-engineering/job/DF90739F5F30E69F9F4982CF1C7018DF,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Official current role hires Senior Forward Deployed Engineer - Maestro and Agent Builder to build customer AI Agents with UiPath Maestro or Agent Builder.,true,current_verified,Senior Forward Deployed Engineer,高级 前线部署工程师,A,"[""AMC-1819""]",Other/Global,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-72797D26E23376B8,PROD-B8217323C3EB5D9E,ROLE-41FC2EBA15DFA441,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/uipath/1806abfb-08fd-4ddb-9abd-8eb15c8a1b9f""]",TEAM-B8217323C3EB5D9E,Senior Forward Deployed Engineer,direct_role_detail,https://jobs.ashbyhq.com/uipath/1806abfb-08fd-4ddb-9abd-8eb15c8a1b9f,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Rescript's agentic legal and public-policy platform aggregates and interprets regulations, tracks change, and uses Agents to reason over government and customer data.",true,current_verified,Founding Engineer,创始 工程师,A,"[""AMC-6611""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-7DA7E584D97F32E3,PROD-4728C560123D72A6,ROLE-420C4218301060F4,agent-hiring-map-public/1.0,"[""https://www.ycombinator.com/companies/rescript/jobs/znyGYRt-founding-engineer""]",TEAM-8A65048DE05DF075,Founding Engineer,direct_role_detail,https://www.ycombinator.com/companies/rescript/jobs/znyGYRt-founding-engineer,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Design and build agentic workflows using tools like Clay, Claude, and Hightouch that replace manual busywork and accelerate pipeline",true,current_verified,Go-to-Market Engineer,Go - to - 市场 工程师,A,"[""AMC-5543""]",Other/Global,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-5B1A32F8BCDDE23E,PROD-B9FB5C8F01883B8E,ROLE-426A5FFC5939F5D7,agent-hiring-map-public/1.0,"[""https://job-boards.greenhouse.io/hightouch/jobs/5823552004""]",TEAM-B9FB5C8F01883B8E,Go-to-Market Engineer,direct_role_detail,https://job-boards.greenhouse.io/hightouch/jobs/5823552004,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Bay Cities' current Enterprise Data & AI Architect role owns production AI-Agent workflows, agent-assisted analytics, prompt/governance boundaries and an existing manufacturing intelligence platform.",true,current_verified,Enterprise Data & AI Architect,企业 数据与人工智能架构师,A,"[""AMC-6490""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-AA0FAAAA849426D7,PROD-D2605716319C6523,ROLE-426B4D615365EA2E,agent-hiring-map-public/1.0,"[""https://recruiting.paylocity.com/recruiting/jobs/Details/4071153/Bay-Cities-Container/Enterprise-Data-AI-Architect""]",TEAM-FCA0A6046182F722,Enterprise Data & AI Architect,direct_role_detail,https://recruiting.paylocity.com/recruiting/jobs/Details/4071153/Bay-Cities-Container/Enterprise-Data-AI-Architect,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"At Moveworks, we’re building the most advanced enterprise AI platform in the world — combining generative LLMs, agentic reasoning, enterprise search, and natural conversation into one cohesive product experience.",true,current_verified,Principal Inbound Product Manager - MoveWorks - Enterprise Search Platform,首席 Inbound 产品经理 - MoveWorks - 企业 Search 平台,A,"[""AMC-5423""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-A11413B0A4A315C2,PROD-2777BFDE1E275C72,ROLE-430AE1C2EB739541,agent-hiring-map-public/1.0,"[""https://jobs.smartrecruiters.com/ServiceNow/744000108296495-principal-inbound-product-manager-moveworks-enterprise-search-platform-""]",TEAM-EC30E55EE8695AA4,Principal Inbound Product Manager - MoveWorks - Enterprise Search Platform,direct_role_detail,https://jobs.smartrecruiters.com/ServiceNow/744000108296495-principal-inbound-product-manager-moveworks-enterprise-search-platform-,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,1、负责机器人/具身智能场景下端侧数据采集系统架构设计与落地，支撑相机、雷达、IMU、关节状态、控制指令、日志、状态流等多源异构数据的稳定采集；,true,current_verified,Embodied Edge Data Acquisition Architect,具身端侧数采架构师,A,"[""AMC-4965""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-773573DF61D0529B,PROD-079E3E8F0B8A4748,ROLE-43119C1EA7014F8F,agent-hiring-map-public/1.0,"[""https://xiaopeng.jobs.feishu.cn/index/position/7641796812063639834/detail""]",TEAM-729BC98A1D8C89EA,具身端侧数采架构师,direct_role_detail,https://xiaopeng.jobs.feishu.cn/index/position/7641796812063639834/detail,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Ardent's current founding infrastructure role builds a specialized branching engine and database merge, diff and promote primitives for a product explicitly designed as a database sandbox for coding Agents and Agent workloads.",true,current_verified,Founding Engineer Infrastructure Staff,创始 工程师 基础设施 资深,A,"[""AMC-7049""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-CEFA81F5B1775463,PROD-62153649CFD865B1,ROLE-43237CB2E61A2946,agent-hiring-map-public/1.0,"[""https://www.ycombinator.com/companies/ardent/jobs/pGoWrzd-founding-engineer-infrastructure-staff""]",TEAM-DF443B08CC081ABB,Founding Engineer Infrastructure Staff,direct_role_detail,https://www.ycombinator.com/companies/ardent/jobs/pGoWrzd-founding-engineer-infrastructure-staff,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Drive adoption across all three integration paths: MCP for AI assistants (Claude, OpenClaw, Cursor), Skills for AI coding agents (Claude Code, Cursor), and Direct API/CLI for full programmatic control and CI/CD pipelines.",true,current_verified,Head of Developer Experience at HeyGen,负责人 of 开发者体验 at HeyGen,A,"[""AMC-6638""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-4F556EFBE75B6B56,PROD-204D223E9603F452,ROLE-434217D7604A7D96,agent-hiring-map-public/1.0,"[""https://www.heygen.com/careers/5113387007""]",TEAM-914EDB1F2ACF5317,Head of Developer Experience at HeyGen,direct_role_detail,https://www.heygen.com/careers/5113387007,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,Lead go-to-market for MCP and the broader connectivity story that ties Claude into customer systems,true,current_verified,"Product Marketing Lead, Claude Platform - Cloud",产品市场 负责人，Claude 平台 - 云,A,"[""AMC-6119""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-744205E43529C1FC,PROD-50C2892052B1B5BB,ROLE-43C34D8A0857E369,agent-hiring-map-public/1.0,"[""https://job-boards.greenhouse.io/anthropic/jobs/5198991008""]",TEAM-A6A6891ED31429E7,"Product Marketing Lead, Claude Platform - Cloud",direct_role_detail,https://job-boards.greenhouse.io/anthropic/jobs/5198991008,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,"Identify patterns across partners and segments to inform what we build at the ecosystem level—MCPs, evals, reference implementations, and shared infrastructure",true,current_verified,"Head of Applied AI Architecture, Beneficial Deployments",应用人工智能负责人 Architecture，Beneficial Deployments,A,"[""AMC-6114""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-744205E43529C1FC,PROD-8F23BA5C865236F4,ROLE-43E7033DEB5F62A6,agent-hiring-map-public/1.0,"[""https://job-boards.greenhouse.io/anthropic/jobs/5192104008""]",TEAM-A6A6891ED31429E7,"Head of Applied AI Architecture, Beneficial Deployments",direct_role_detail,https://job-boards.greenhouse.io/anthropic/jobs/5192104008,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,directly influence how the world’s biggest consumer brands deliver AI-powered customer experiences,true,current_verified,Enterprise Sales Development Representative,企业 销售 开发 代表,A,"[""AMC-5823""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-7CDAEFAC9BB38DF2,PROD-F5405C9650204CBA,ROLE-4464C5648888F2A1,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/gigaml/fb38661d-66a8-4614-b4aa-835bfb33cf8f""]",TEAM-50AEB088B6BF6D15,Enterprise Sales Development Representative,direct_role_detail,https://jobs.ashbyhq.com/gigaml/fb38661d-66a8-4614-b4aa-835bfb33cf8f,verified_official_title,deterministic_bilingual_translation_v1
public_no_login,building LLM agents and evaluation harnesses,true,current_verified,Founding Agent Harness Engineer,创始 智能体 运行框架 工程师,A,"[""AMC-0231""]",Unknown,2026-08-05,"[""bounded_public_source_validation_not_market_complete"",""publication_completeness_review_2026_08_05""]",ORG-B535AF04078D7FC0,PROD-4F43BCE34985718A,ROLE-448E258652C6426F,agent-hiring-map-public/1.0,"[""https://jobs.ashbyhq.com/modelai/ed4eda41-97a6-44ba-b134-75689109701d""]",TEAM-4F43BCE34985718A,Founding Agent Harness Engineer,direct_role_detail,https://jobs.ashbyhq.com/modelai/ed4eda41-97a6-44ba-b134-75689109701d,verified_official_title,deterministic_bilingual_translation_v1
