schema_version,evidence_id,geography_bucket,coverage_scope,organization_observed,parent_organization_inferred,product_or_work_surface,source_class,source_urls,attribution,access_requirement,observed_at,evidence_grade,evidence_kind,public_excerpt,quote_publication_status,limitations
agent-hiring-map-public/1.0,AMC-0391,Unknown,evidence_index_only,Simular AI,Simular Inc.,Computer-use AI agents,official_or_first_party,"[""https://www.simular.ai/"",""https://www.simular.ai/careers""]",Simular AI,public_no_login,2026-07-11,C,product_signal,personal AI agents that operate computers,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0392,Unknown,evidence_index_only,Adept,,Action Transformer / agentic AI company,official_or_first_party,"[""https://www.adept.ai/""]",Adept,public_no_login,2026-07-08,C,product_signal,Agentic AI for your tech stack,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0393,Unknown,evidence_index_only,Turgon AI,,Agentic AI multimodal systems engineering,official_or_first_party,"[""https://jobs.lever.co/turgon-ai/90aeb3a1-ca79-467e-ba71-9d125a770c21""]",Turgon AI,public_no_login,2026-07-08,B,role_signal,build multimodal agentic AI systems,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0394,Unknown,evidence_index_only,Figure AI,,Humanoid robotics agent / AI tooling hiring,official_or_first_party,"[""https://job-boards.greenhouse.io/figureai/jobs/4659175006"",""https://www.figure.ai/""]",Figure AI,public_no_login,2026-07-08,B,role_signal,AI tooling and agents for embodied systems,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0395,Unknown,evidence_index_only,Neon Health,,Agentic AI healthcare product engineering,official_or_first_party,"[""https://jobs.ashbyhq.com/neon-health/0609b6af-5287-4c60-afdb-660d3a53b795""]",Neon Health,public_no_login,2026-07-08,B,role_signal,Agentic AI Product Engineer,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0396,United States,canonical_map_scope,Kargo,,Agentic AI engineering for advertising workflows,official_or_first_party,"[""https://job-boards.greenhouse.io/kargo/jobs/6100171004"",""https://www.kargo.com/""]",Kargo,public_no_login,2026-07-09,A,role_signal,Build AI agents that autonomously navigate websites and execute complex workflows,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0397,Unknown,evidence_index_only,Reducto,,Document AI agent engineering,official_or_first_party,"[""https://jobs.ashbyhq.com/reducto/fc364c32-445c-4746-9ac4-a8e1a187f299"",""https://reducto.ai/""]",Reducto,public_no_login,2026-07-08,B,role_signal,agent engineer / document automation signal,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0398,Unknown,evidence_index_only,Aledade,,Agentic AI healthcare workflows,official_or_first_party,"[""https://jobs.lever.co/aledade"",""https://www.aledade.com/""]",Aledade,public_no_login,2026-07-08,B,role_signal,official careers listing matched agentic AI role-language,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0399,Unknown,evidence_index_only,GoFundMe,,Agentic AI platform workflow engineering,official_or_first_party,"[""https://job-boards.greenhouse.io/gofundme/jobs/7967633"",""https://www.gofundme.com/""]",GoFundMe,public_no_login,2026-07-08,B,role_signal,official JD matched agentic AI engineering query,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0400,Unknown,evidence_index_only,Sonatus,,Agentic AI automotive software engineering,official_or_first_party,"[""https://job-boards.greenhouse.io/sonatus/jobs/5059580007"",""https://www.sonatus.com/""]",Sonatus,public_no_login,2026-07-08,B,role_signal,official JD matched agentic AI engineering query,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0401,Unknown,evidence_index_only,Air,,Agentic AI product engineering,official_or_first_party,"[""https://job-boards.greenhouse.io/air/jobs/4114639009""]",Air,public_no_login,2026-07-08,B,role_signal,official Greenhouse role matched agentic AI product engineering query,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0402,Unknown,evidence_index_only,Appier,,AI agent / adtech platform engineering,official_or_first_party,"[""https://job-boards.greenhouse.io/appier/jobs/7493249"",""https://www.appier.com/""]",Appier,public_no_login,2026-07-08,B,role_signal,official Greenhouse role matched AI agent engineering query,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0403,China,canonical_map_scope,阿里巴巴达摩院,,医疗多模态大模型与AI智能体,official_or_first_party,"[""https://campus-talent.alibaba.com/campus/position/199907180001""]",阿里巴巴达摩院,public_no_login,2026-07-08,B,role_signal,探索医疗AI智能体研究与应用构建,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0404,China,canonical_map_scope,Alibaba International / Taobao,Alibaba Group,下一代AI智能体在在线旅行领域的研究&实践-阿里星,official_or_first_party,"[""https://campus-talent.alibaba.com/campus/position"",""https://campus-talent.alibaba.com/campus/position/199906100008""]",Alibaba International / Taobao,public_no_login,2026-07-09,A,role_signal,1.设计和实现下一代具有推理和行动能力的AI智能体，推动其在在线旅行行业中的应用落地；,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0405,China,canonical_map_scope,小红书,,基于Agent框架的AI搜索基座大模型,official_or_first_party,"[""https://job.xiaohongshu.com/intern""]",小红书,public_no_login,2026-07-08,B,role_signal,基于Agent框架的AI搜索基座大模型,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0406,China,canonical_map_scope,小红书,,测试智能体开发 / AICoding实习方向,official_or_first_party,"[""https://job.xiaohongshu.com/campus/landing/top_intern""]",小红书,public_no_login,2026-07-08,B,role_signal,测试智能体开发与AICoding方向,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0407,China,canonical_map_scope,火山引擎 / 字节跳动,,AI Agent应用开发工程师/架构师-火山引擎,official_or_first_party,"[""https://jobs.bytedance.com/experienced/m/position/detail/7616302352991750453""]",火山引擎 / 字节跳动,public_no_login,2026-07-08,B,role_signal,负责Agent应用整体架构设计与核心功能开发,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0408,China,canonical_map_scope,火山引擎 HiAgent,,HiAgent 一站式数字员工派遣站,official_or_first_party,"[""https://www.volcengine.com/product/hiagent""]",火山引擎 HiAgent,public_no_login,2026-07-08,C,product_signal,覆盖智能体开发、运行、消费、治理全流程,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0409,Unknown,evidence_index_only,JetBrains,,Junie AI coding agent,official_or_first_party,"[""https://www.jetbrains.com/junie/""]",JetBrains,public_no_login,2026-07-08,A,product_signal,"Junie, the AI coding agent by JetBrains",minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0410,Other/Global,evidence_index_only,Google,,Jules autonomous coding agent,official_or_first_party,"[""https://jules.google/""]",Google,public_no_login,2026-07-08,A,product_signal,Jules is an autonomous coding agent,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0411,Unknown,evidence_index_only,Amazon Web Services,,Amazon Q Developer agentic coding experience,official_or_first_party,"[""https://aws.amazon.com/q/developer/""]",Amazon Web Services,public_no_login,2026-07-08,B,product_signal,Amazon Q Developer builds with agentic capabilities,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0412,Other/Global,evidence_index_only,OpenAI,,Codex web / cloud coding agent,official_or_first_party,"[""https://developers.openai.com/codex/cloud""]",OpenAI,public_no_login,2026-07-08,A,product_signal,"Codex is OpenAI's coding agent that can read, edit, and run code",minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0413,Unknown,evidence_index_only,EliseAI,,Agentic AI for property management / leasing,official_or_first_party,"[""https://eliseai.com/platform-overview""]",EliseAI,public_no_login,2026-07-08,C,product_signal,Agentic AI to power multifamily leasing and operations,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0414,Unknown,evidence_index_only,WorkFusion,,AI Agents for financial crime compliance,official_or_first_party,"[""https://www.workfusion.com/""]",WorkFusion,public_no_login,2026-07-08,C,product_signal,AI Agents act as trained digital analysts for compliance reviews,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0415,Unknown,evidence_index_only,RealPage,,Lumina AI Leasing Agent,official_or_first_party,"[""https://www.realpage.com/apartment-marketing/crm/ai-leasing-agent/""]",RealPage,public_no_login,2026-07-08,C,product_signal,"AI Leasing Agent responds across chat, text, voice, and email",minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0416,Unknown,evidence_index_only,Assured,,Claims lifecycle frontier AI agents,official_or_first_party,"[""https://www.assured.claims/""]",Assured,public_no_login,2026-07-08,C,product_signal,frontier AI agents power the claims lifecycle,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0417,Unknown,evidence_index_only,Beam AI,,Procurement Management AI Agent,official_or_first_party,"[""https://beam.ai/agents/procurement-management-ai-agent/""]",Beam AI,public_no_login,2026-07-08,C,product_signal,Procurement Management AI Agent for agentic automation,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0418,Unknown,evidence_index_only,Lattice,,AI Agent for HR teams,official_or_first_party,"[""https://lattice.com/platform/ai-agent""]",Lattice,public_no_login,2026-07-08,C,product_signal,AI agent built for HR teams,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0419,Unknown,evidence_index_only,Adobe,,Experience Platform Agent Orchestrator,official_or_first_party,"[""https://business.adobe.com/products/experience-platform/agent-orchestrator.html""]",Adobe,public_no_login,2026-07-08,C,product_signal,Experience Platform Agents execute complex tasks,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0420,Unknown,evidence_index_only,Workday,,Sana AI Agents / Workday AI agents,official_or_first_party,"[""https://www.workday.com/en-us/artificial-intelligence/ai-agents.html""]",Workday,public_no_login,2026-07-08,C,product_signal,Workday AI agents available through Workday platform,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0421,Unknown,evidence_index_only,Dropzone AI,,Agentic SOC / AI security agents,official_or_first_party,"[""https://www.dropzone.ai/""]",Dropzone AI,public_no_login,2026-07-08,C,product_signal,AI SOC Agents for alert triage and threat hunting,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0422,Other/Global,evidence_index_only,DSPy,,DSPy agent / LM programming framework,official_or_first_party,"[""https://dspy.ai/""]",DSPy,public_no_login,2026-07-08,D,product_signal,official docs for DSPy agentic programming ecosystem,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0423,Other/Global,evidence_index_only,LangChain,,LangGraph agent orchestration framework,official_or_first_party,"[""https://www.langchain.com/langgraph""]",LangChain,public_no_login,2026-07-08,C,product_signal,LangGraph for reliable AI agents,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0424,Other/Global,evidence_index_only,OpenAI,,OpenAI Agents SDK,official_or_first_party,"[""https://openai.github.io/openai-agents-python/""]",OpenAI,public_no_login,2026-07-08,A,product_signal,"OpenAI Agents SDK includes an agent loop, tools, and handoffs",minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0425,Other/Global,evidence_index_only,Rivet / Ironclad,,Rivet visual AI agent workflow builder,official_or_first_party,"[""https://github.com/Ironclad/rivet""]",Rivet / Ironclad,public_no_login,2026-07-08,D,product_signal,open-source visual AI agent workflow builder,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0426,Other/Global,evidence_index_only,Microsoft,,Microsoft Agent Framework,official_or_first_party,"[""https://learn.microsoft.com/en-us/agent-framework/overview/""]",Microsoft,public_no_login,2026-07-08,A,product_signal,Build AI agents and multi-agent workflows in .NET and Python,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0427,Other/Global,evidence_index_only,AWS / Strands,,Strands Agents open source agent SDK,official_or_first_party,"[""https://strandsagents.com/""]",AWS / Strands,public_no_login,2026-07-08,C,product_signal,open source AI agent SDK for Python and TypeScript,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0428,Other/Global,evidence_index_only,HKUDS,,AutoAgent zero-code LLM agent framework,official_or_first_party,"[""https://github.com/hkuds/autoagent""]",HKUDS,public_no_login,2026-07-08,D,product_signal,fully automated zero-code LLM agent framework,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0429,Other/Global,evidence_index_only,Promptly,,LLMStack no-code multi-agent framework,official_or_first_party,"[""https://github.com/trypromptly/LLMStack""]",Promptly,public_no_login,2026-07-08,D,product_signal,no-code multi-agent framework to build LLM agents,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0430,Other/Global,evidence_index_only,Jio Haptik,Reliance Jio Digital Services,Customer experience AI agents / Voice AI Agent,official_or_first_party,"[""https://haptik.freshteam.com/jobs"",""https://haptik.freshteam.com/jobs/HVivFopqkiC1/voice-ai-engineer-hybrid"",""https://www.haptik.ai/""]",Jio Haptik,public_no_login,2026-07-08,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0431,Other/Global,evidence_index_only,Leena AI,,Agentic AI platform / AI Colleagues for back office,official_or_first_party,"[""https://www.leena.ai/"",""https://www.leena.ai/careers""]",Leena AI,public_no_login,2026-07-11,B,product_signal,Agentic AI platform with pre-built AI Colleagues for the back-office.,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0432,Other/Global,evidence_index_only,Uniphore,,Business AI Cloud Agentic Layer,official_or_first_party,"[""https://www.uniphore.com/careers/"",""https://www.uniphore.com/platform/business-ai-cloud/agentic-layer/""]",Uniphore,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0433,Other/Global,evidence_index_only,AutomationEdge,,Agentic automation / GenAI and Agentic AI product engineering,official_or_first_party,"[""https://automationedge.com/"",""https://automationedge.com/careers/"",""https://automationedge.com/careers/jobs/python-developer/""]",AutomationEdge,public_no_login,2026-07-08,A,source_locator,,withheld_source_policy,"[""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0434,Other/Global,evidence_index_only,Allganize,,Alli AI Coworkers / Agentic RAG enterprise AI platform,official_or_first_party,"[""https://www.allganize.ai/"",""https://www.allganize.ai/en/careers""]",Allganize,public_no_login,2026-07-11,B,product_signal,Allganize builds AI Coworkers that actually get work done; Agentic RAG.,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0435,Other/Global,evidence_index_only,Freshworks,,Freddy AI Agents / AI Agent Studio,official_or_first_party,"[""https://www.freshworks.com/company/careers/"",""https://www.freshworks.com/freddy-ai/""]",Freshworks,public_no_login,2026-07-08,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0436,Other/Global,evidence_index_only,Zoho,,Zia Agents / Agent Studio and Agent Store,official_or_first_party,"[""https://www.zoho.com/agents/"",""https://www.zoho.com/careers/""]",Zoho,user_assisted_auth,2026-07-11,B,product_signal,Zia Agents; Agent Studio; Agent Store; Multi Agents; Observability.,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0437,Other/Global,evidence_index_only,Gupshup,,Autonomous AI Agents for customer conversations,official_or_first_party,"[""https://www.gupshup.ai/careers"",""https://www.gupshup.io/""]",Gupshup,public_no_login,2026-07-11,B,product_signal,Autonomous AI Agent for Customer Conversations at Scale.,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0438,Other/Global,evidence_index_only,Darwinbox,,Darwinbox Super Agent for HR operations,official_or_first_party,"[""https://darwinbox.com/en-us/innovations/artificial-intelligence-in-hr/super-agent"",""https://darwinbox.com/sg/careers""]",Darwinbox,public_no_login,2026-07-11,B,product_signal,"Super Agent, your personalised AI teammate; orchestrates 30+ native agents.",minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0439,Other/Global,evidence_index_only,Sakana AI,,AI Scientist / autonomous agents and multi-agent product roles,official_or_first_party,"[""https://sakana.ai/ai-scientist/"",""https://sakana.ai/careers/"",""https://sakana.ai/careers/applied-research-engineer/""]",Sakana AI,public_no_login,2026-07-11,A,role_signal,AI Agent WorkflowやMulti Agent Systemの構築 | Deep ResearchやComputer UseなどのAI Agent基盤技術の開発経験 | Function calling・MCP・A2Aといった、AI Agent周辺のツール開発 | タスク特化・ドメイン特化したベンチマークの構築およびベンチマークに対する継続的な評価・改善 | 自立進化するMeta Agentなどの研究開発経験,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0440,Other/Global,evidence_index_only,Autify,,Aximo AI Testing Agent,official_or_first_party,"[""https://autify.com/"",""https://autify.com/about""]",Autify,public_no_login,2026-07-10,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0441,Other/Global,evidence_index_only,Wrtn Technologies,,Wrtn AX enterprise AI agent solutions,official_or_first_party,"[""https://wrtn.io/careers/"",""https://wrtnax.io/""]",Wrtn Technologies,public_no_login,2026-07-09,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0442,Other/Global,evidence_index_only,Agent.ai,,Professional network and marketplace for AI agents,official_or_first_party,"[""https://agent.ai/""]",Agent.ai,public_no_login,2026-07-08,C,product_signal,The #1 Professional Network for AI Agents; Featured Agents.,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown""]"
agent-hiring-map-public/1.0,AMC-0443,Other/Global,evidence_index_only,MindStudio,,MindStudio AI agent builder,official_or_first_party,"[""https://www.mindstudio.ai/""]",MindStudio,public_no_login,2026-07-08,C,product_signal,Build powerful AI agents.,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
agent-hiring-map-public/1.0,AMC-0444,China,canonical_map_scope,实在智能,,实在Agent企业级通用智能体平台,official_or_first_party,"[""https://www.ai-indeed.com/"",""https://www.ai-indeed.com/apply""]",实在智能,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0445,Other/Global,evidence_index_only,GPTBots.ai,,Enterprise AI Agents / no-code agent builder,official_or_first_party,"[""https://www.gptbots.ai/""]",GPTBots.ai,public_no_login,2026-07-08,C,product_signal,"Enterprise AI Agents: Drive Efficiency, Slash Costs.",minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url"",""temporary_source_error_possible""]"
agent-hiring-map-public/1.0,AMC-0446,Other/Global,evidence_index_only,Upstage AI,,Upstage Studio AI document-workflow agents,official_or_first_party,"[""https://careers.upstage.ai/ko/upstage"",""https://www.upstage.ai/products/studio""]",Upstage AI,public_no_login,2026-07-10,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0447,China,canonical_map_scope,云扩科技,,RPA智能自动化平台 / Agent-adjacent workflow automation candidate,official_or_first_party,"[""https://www.encoo.com/""]",云扩科技,public_no_login,2026-07-08,E,source_locator,,none,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0448,China,canonical_map_scope,Baidu Miaoda,百度,Miaoda low-code/no-code Agent and code-generation platform,official_or_first_party,"[""https://cloud.baidu.com/doc/MIAODA/index.html"",""https://talent.baidu.com/jobs/detail/SOCIAL/cd99369c-ebdf-4ca8-afe0-2fa2db31eaae"",""https://talent.baidu.com/jobs/social-list""]",Baidu Miaoda,public_no_login,2026-07-11,A,role_signal,重点关注RAG、Agent与代码生成等方向,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0449,China,canonical_map_scope,小冰,北京红棉小冰科技有限公司,AI数字员工 / 小冰框架商业解决方案,official_or_first_party,"[""https://business.xiaoice.com/""]",小冰,public_no_login,2026-07-08,C,product_signal,依托人工智能承担行业关键岗位,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url"",""unresolved_or_unknown""]"
agent-hiring-map-public/1.0,AMC-0450,Unknown,evidence_index_only,Aisera,,Enterprise AI Agents / AI Agent Orchestration,official_or_first_party,"[""https://aisera.com/careers/"",""https://www.aisera.com/platform/ai-agents/""]",Aisera,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0451,Unknown,evidence_index_only,OneReach.ai,,GSX multi-agent orchestration platform,official_or_first_party,"[""https://onereach.ai/"",""https://onereach.ai/careers/""]",OneReach.ai,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0452,Unknown,evidence_index_only,Ushur,,Agentic AI Platform for Customer Experience,official_or_first_party,"[""https://ushur.com/"",""https://ushur.com/careers/""]",Ushur,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0453,Other/Global,evidence_index_only,boost.ai,,Agentic conversational AI platform,official_or_first_party,"[""https://boost.ai/"",""https://boostaigroup.careers.hibob.com/""]",boost.ai,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0454,Other/Global,evidence_index_only,Sendbird,,Sendbird / delight.ai AI agent platform for customer experience,official_or_first_party,"[""https://sendbird.com/ai-agent"",""https://sendbird.com/careers""]",Sendbird,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0455,Unknown,evidence_index_only,Rasa,,Rasa platform for trustworthy AI agents,official_or_first_party,"[""https://rasa.com/"",""https://rasa.com/careers/""]",Rasa,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0456,Other/Global,evidence_index_only,Druid AI,,Druid AI agents and enterprise agentic platform,official_or_first_party,"[""https://www.druidai.com/careers"",""https://www.druidai.com/platform/druid-ai-agents""]",Druid AI,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0457,Other/Global,evidence_index_only,Wordware / Sauna,Wordware,Sauna multiplayer AI agent / Wordware AI app builder,official_or_first_party,"[""https://jobs.ashbyhq.com/wordware"",""https://sauna.ai/""]",Wordware / Sauna,public_no_login,2026-07-08,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0458,Other/Global,evidence_index_only,Langbase,,Serverless AI agent platform / Command Code coding agent,official_or_first_party,"[""https://langbase.com/"",""https://langbase.com/careers""]",Langbase,public_no_login,2026-07-08,A,role_signal,develop advanced solutions that drive the next generation of AI agents,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0459,Other/Global,evidence_index_only,Portkey,,Agent Gateway / AI gateway observability and governance,official_or_first_party,"[""https://portkey.ai/careers"",""https://portkey.ai/docs/integrations/agents""]",Portkey,public_no_login,2026-07-08,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0460,United States,canonical_map_scope,PromptLayer,,"Prompt management, evals and agent observability platform",official_or_first_party,"[""https://www.promptlayer.com/"",""https://www.promptlayer.com/careers""]",PromptLayer,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0461,Other/Global,evidence_index_only,Laminar,,Open-source observability for AI agents,official_or_first_party,"[""https://www.lmnr.ai/""]",Laminar,user_assisted_auth,2026-07-08,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0462,Other/Global,evidence_index_only,LangWatch,,AI agent testing and evaluation platform,official_or_first_party,"[""https://langwatch.ai/""]",LangWatch,public_no_login,2026-07-08,C,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0463,Other/Global,evidence_index_only,Maxim AI,,GenAI evaluation and observability for AI agents,official_or_first_party,"[""https://www.getmaxim.ai/"",""https://www.getmaxim.ai/careers""]",Maxim AI,public_no_login,2026-07-08,B,source_locator,,withheld_source_policy,"[""no_exact_role_quote"",""no_role_url"",""publication_boundary_hold""]"
agent-hiring-map-public/1.0,AMC-0464,Other/Global,evidence_index_only,Lenovo,Lenovo Group,AI Agent Architect for supply-chain AI agent systems,official_or_first_party,"[""https://jobs.lenovo.com/"",""https://jobs.lenovo.com/en_US/careers/JobDetail/AI-Agent-Architect/79435"",""https://www.lenovo.com/""]",Lenovo,public_no_login,2026-07-08,A,role_signal,"Lead the design, develop, and implement AI Agent and tools.",minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0465,Other/Global,evidence_index_only,Lenovo,Lenovo Group,Agent Delivery Lead for production AI agent solutions,official_or_first_party,"[""https://jobs.lenovo.com/"",""https://jobs.lenovo.com/en_US/careers/JobDetail/Agent-Delivery-Lead/77700"",""https://www.lenovo.com/""]",Lenovo,public_no_login,2026-07-08,A,role_signal,delivery of AI agent solutions into production,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0466,China,canonical_map_scope,Proscenic / 普森斯,,AI Agent 工程师 for business workflow automation,official_or_first_party,"[""https://www.proscenic.cn/"",""https://www.proscenic.cn/job/ai-agent-%E5%B7%A5%E7%A8%8B%E5%B8%88"",""https://www.proscenic.cn/joinus""]",Proscenic / 普森斯,public_no_login,2026-07-08,A,role_signal,设计并实现智能体工作流,minimal_attributed_excerpt,[]
agent-hiring-map-public/1.0,AMC-0467,China,canonical_map_scope,达观数据 / DataGrand,,达观AI智能体平台,official_or_first_party,"[""https://www.datagrand.com/join-us/"",""https://www.datagrand.com/products/agent/""]",达观数据 / DataGrand,public_no_login,2026-07-11,B,product_signal,达观AI智能体平台,minimal_attributed_excerpt,"[""no_exact_role_quote"",""no_role_url""]"
